benchmark,input,seed,config,evidence_level,simulator,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,log_path,notes
random_non_pointer_access,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,27351,2816,0.10295784,218,24416,1.051077,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,28748,2816,0.09795464,233,26096,1.000000,0.951405,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,28748,2816,0.09795464,233,26096,1.000000,0.951405,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,28748,2816,0.09795464,233,26096,1.000000,0.951405,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,28964,2816,0.09722414,235,26320,1.000000,0.981736,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,28435,2816,0.09903288,228,25536,1.018604,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,28964,2816,0.09722414,235,26320,1.000000,0.981736,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,28964,2816,0.09722414,235,26320,1.000000,0.981736,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,28964,2816,0.09722414,235,26320,1.000000,0.981736,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,28424,2816,0.09907121,230,25760,1.000000,0.973895,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,27682,2816,0.10172675,220,24752,1.026804,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,28317,2816,0.09944556,229,25648,1.003779,0.977575,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,28424,2816,0.09907121,230,25760,1.000000,0.973895,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
random_non_pointer_access,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,28424,2816,0.09907121,230,25760,1.000000,0.973895,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=5973751691701659227. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
long_pointer_chains,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,137960,17408,0.12618150,974,109088,1.000000,0.973934,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,134364,17408,0.12955851,932,104384,1.026763,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,138360,17408,0.12581671,965,109424,0.997109,0.971119,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,138930,17408,0.12530051,4,109088,0.993018,0.967135,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,138686,17408,0.12552096,248,109088,0.994765,0.968836,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
long_pointer_chains,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,137636,17408,0.12647854,971,108752,1.000000,0.998140,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,137380,17408,0.12671422,960,107520,1.001863,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,137624,17408,0.12648957,938,108640,1.000087,0.998227,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,138603,17408,0.12559613,4,108752,0.993023,0.991176,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,138359,17408,0.12581762,248,108752,0.994774,0.992924,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
long_pointer_chains,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,136340,17408,0.12768080,959,107408,1.000000,0.988646,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,134792,17408,0.12914713,936,104832,1.011484,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,136357,17408,0.12766488,913,107296,0.999875,0.988523,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,137295,17408,0.12679267,4,107408,0.993044,0.981769,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
long_pointer_chains,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,137054,17408,0.12701563,245,107408,0.994790,0.983496,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=0. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,61288,5888,0.09607101,494,55328,1.000000,0.587978,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,36180,5888,0.16274185,230,28784,1.693975,0.996020,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,61288,5888,0.09607101,494,55328,1.000000,0.587978,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,36036,5888,0.16339216,258,28896,1.700744,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,48769,5888,0.12073243,377,42224,1.256700,0.738912,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,61072,5888,0.09641079,492,55104,1.000000,0.590025,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,36172,5888,0.16277784,231,28784,1.688378,0.996185,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,61072,5888,0.09641079,492,55104,1.000000,0.590025,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,36034,5888,0.16340123,258,28896,1.694844,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,48660,5888,0.12100288,376,42112,1.255076,0.740526,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,61612,5888,0.09556580,497,55664,1.000000,0.584935,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,36181,5888,0.16273735,231,28784,1.702883,0.996075,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,61612,5888,0.09556580,497,55664,1.000000,0.584935,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,36039,5888,0.16337856,258,28896,1.709592,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
mixed_pointer_array,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,48986,5888,0.12019761,379,42448,1.257747,0.735700,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=4025755879505935645. Independent trace/event simulator; not gem5, cycle_model, or core_integrated. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,13504,4608,0.34123223,64,7168,0.995261,0.995261,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,13503,4608,0.34125750,1,7168,0.995334,0.995334,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,10740,4608,0.42905028,39,4368,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,10779,4608,0.42749791,39,4368,0.996382,0.996382,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,10740,4608,0.42905028,39,4368,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,10778,4608,0.42753758,1,4368,0.996474,0.996474,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,10740,4608,0.42905028,39,4368,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,13504,4608,0.34123223,64,7168,0.995261,0.995261,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,13503,4608,0.34125750,1,7168,0.995334,0.995334,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
branchy_pointer_chains,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,13440,4608,0.34285714,64,7168,1.000000,1.000000,PASS,research/results/logs/independent_sim/independent_sim_eval.jsonl,"Source-built workload binary executed; checksum=15336385910619440673. Independent trace/event simulator; not gem5, cycle_model, or core_integrated."
