benchmark,input,seed,config,evidence_level,simulator,demand_loads,prefetch_loads,total_memory_requests,traffic_overhead_pct,bandwidth_pressure_metric,log_path,notes
mixed_pointer_array,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,192,384,100.000000,27.797886,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,medium,1,stride,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,8.390508,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,95,287,49.479167,21.071953,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,medium,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,8.390508,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,12.348061,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,medium,1,next_line,core_integrated,deterministic_core_integrated_model,384,384,768,100.000000,21.889696,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,medium,1,stride,core_integrated,deterministic_core_integrated_model,384,10,394,2.604167,12.518667,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,255,639,66.406250,27.839498,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,medium,1,copper,core_integrated,deterministic_core_integrated_model,384,63,447,16.406250,14.543680,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,32.972694,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,23,215,11.979167,36.922549,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,medium,1,stride,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,32.972694,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,19,211,9.895833,36.991585,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,medium,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,32.972694,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,768,0,768,0.000000,7.852600,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,768,1536,100.000000,15.469836,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,large,1,stride,core_integrated,deterministic_core_integrated_model,768,148,916,19.270833,10.074569,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,768,764,1532,99.479167,64.750634,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,large,1,copper,core_integrated,deterministic_core_integrated_model,768,573,1341,74.609375,31.797596,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,288,0,288,0.000000,17.794254,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,large,1,next_line,core_integrated,deterministic_core_integrated_model,288,288,576,100.000000,16.124969,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,large,1,stride,core_integrated,deterministic_core_integrated_model,288,0,288,0.000000,17.794254,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,288,95,383,32.986111,24.399567,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,large,1,copper,core_integrated,deterministic_core_integrated_model,288,0,288,0.000000,17.794254,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,1152,0,1152,0.000000,26.448102,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,large,1,next_line,core_integrated,deterministic_core_integrated_model,1152,720,1872,62.500000,21.733830,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,large,1,stride,core_integrated,deterministic_core_integrated_model,1152,130,1282,11.284722,30.574038,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,1152,170,1322,14.756944,30.989944,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,large,1,copper,core_integrated,deterministic_core_integrated_model,1152,50,1202,4.340278,27.786125,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,10.204082,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,large,1,next_line,core_integrated,deterministic_core_integrated_model,80,60,140,75.000000,17.694641,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,large,1,stride,core_integrated,deterministic_core_integrated_model,80,14,94,17.500000,12.287582,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,80,47,127,58.750000,23.908133,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,large,1,copper,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,10.204082,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,36.229833,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,35,419,9.114583,39.450146,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,36.229833,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,31,415,8.072917,39.865514,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,36.229833,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,9.008586,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,384,768,100.000000,18.869779,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,large,1,stride,core_integrated,deterministic_core_integrated_model,384,382,766,99.479167,18.822489,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,9.008586,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,large,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,9.008586,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,576,0,576,0.000000,9.170806,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,large,1,next_line,core_integrated,deterministic_core_integrated_model,576,576,1152,100.000000,19.224992,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,large,1,stride,core_integrated,deterministic_core_integrated_model,576,574,1150,99.652778,19.192897,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,576,0,576,0.000000,9.170806,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,large,1,copper,core_integrated,deterministic_core_integrated_model,576,0,576,0.000000,9.170806,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,7.766048,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,large,1,next_line,core_integrated,deterministic_core_integrated_model,192,8,200,4.166667,8.310825,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,large,1,stride,core_integrated,deterministic_core_integrated_model,192,6,198,3.125000,8.165285,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,7.766048,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,large,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,7.766048,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.107295,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,large,1,next_line,core_integrated,deterministic_core_integrated_model,192,183,375,95.312500,18.284656,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,large,1,stride,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.107295,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.107295,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,large,1,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,9.107295,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,37.743267,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,48,432,12.500000,42.261788,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,384,4,388,1.041667,38.188976,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,47,431,12.239583,43.421318,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
short_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,37.743267,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,768,0,768,0.000000,7.495242,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,768,1536,100.000000,14.775908,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,768,174,942,22.656250,10.036759,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,768,766,1534,99.739583,54.507338,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
long_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,768,0,768,0.000000,7.495242,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,8.380803,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,384,768,100.000000,27.795874,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,large,1,stride,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,8.380803,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,191,575,49.739583,21.105565,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
mixed_pointer_array,large,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,8.380803,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,768,0,768,0.000000,8.767824,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,768,1536,100.000000,21.889073,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,large,1,stride,core_integrated,deterministic_core_integrated_model,768,74,842,9.635417,9.629350,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,768,745,1513,97.005208,22.444741,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
noisy_allocation_pattern,large,1,copper,core_integrated,deterministic_core_integrated_model,768,382,1150,49.739583,13.429089,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,38.004751,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,30,414,7.812500,40.925267,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,large,1,stride,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,38.004751,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,384,26,410,6.770833,41.247485,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
patricia,large,1,copper,core_integrated,deterministic_core_integrated_model,384,0,384,0.000000,38.004751,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,18.951732,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,small,2,next_line,core_integrated,deterministic_core_integrated_model,128,32,160,25.000000,23.633678,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,small,2,stride,core_integrated,deterministic_core_integrated_model,128,12,140,9.375000,23.098499,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,128,31,159,24.218750,42.581682,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
linked_list,small,2,copper,core_integrated,deterministic_core_integrated_model,128,0,128,0.000000,18.951732,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,48,0,48,0.000000,18.065487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,small,2,next_line,core_integrated,deterministic_core_integrated_model,48,16,64,33.333333,24.087317,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,small,2,stride,core_integrated,deterministic_core_integrated_model,48,0,48,0.000000,18.065487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,48,15,63,31.250000,24.352532,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
tree_traversal,small,2,copper,core_integrated,deterministic_core_integrated_model,48,0,48,0.000000,18.065487,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,30.823567,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,small,2,next_line,core_integrated,deterministic_core_integrated_model,192,24,216,12.500000,34.676513,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,small,2,stride,core_integrated,deterministic_core_integrated_model,192,15,207,7.812500,34.807466,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,192,20,212,10.416667,34.737015,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
hash_table_chaining,small,2,copper,core_integrated,deterministic_core_integrated_model,192,0,192,0.000000,30.823567,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,18.709074,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,small,2,next_line,core_integrated,deterministic_core_integrated_model,80,24,104,30.000000,24.321796,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,small,2,stride,core_integrated,deterministic_core_integrated_model,80,14,94,17.500000,23.005384,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,80,13,93,16.250000,28.301887,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
graph_adjacency_walk,small,2,copper,core_integrated,deterministic_core_integrated_model,80,0,80,0.000000,18.709074,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,14.807959,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,small,2,next_line,core_integrated,deterministic_core_integrated_model,64,32,96,50.000000,22.130014,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,small,2,stride,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,14.807959,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,64,30,94,46.875000,22.639692,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
branchy_pointer_chains,small,2,copper,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,14.807959,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,9.062589,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,small,2,next_line,core_integrated,deterministic_core_integrated_model,64,64,128,100.000000,19.002375,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,small,2,stride,core_integrated,deterministic_core_integrated_model,64,62,126,96.875000,18.716578,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,9.062589,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
array_scan,small,2,copper,core_integrated,deterministic_core_integrated_model,64,0,64,0.000000,9.062589,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,36,0,36,0.000000,9.273570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,2,next_line,core_integrated,deterministic_core_integrated_model,36,36,72,100.000000,19.480519,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,2,stride,core_integrated,deterministic_core_integrated_model,36,34,70,94.444444,18.959913,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,36,0,36,0.000000,9.273570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
matrix_or_array_loop,small,2,copper,core_integrated,deterministic_core_integrated_model,36,0,36,0.000000,9.273570,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,2,next_line,core_integrated,deterministic_core_integrated_model,32,8,40,25.000000,9.799118,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,2,stride,core_integrated,deterministic_core_integrated_model,32,6,38,18.750000,8.907642,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
compute_heavy_low_memory,small,2,copper,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,6.751055,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.765029,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,2,next_line,core_integrated,deterministic_core_integrated_model,32,29,61,90.625000,18.557956,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
random_non_pointer_access,small,2,stride,core_integrated,deterministic_core_integrated_model,32,0,32,0.000000,9.765029,research/results/logs/core_integrated/core_integrated_eval.jsonl,Bandwidth pressure is total memory requests per 1000 modeled core cycles.
