benchmark,input,seed,config,evidence_level,energy_model,demand_accesses,prefetch_accesses,total_accesses,estimated_memory_energy_pj,estimated_logic_energy_pj,total_estimated_energy_pj,energy_overhead_pct,assumptions,notes
random_non_pointer_access,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,96,89,185,22200.000,507.750,22707.750,88.663687,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,96,1,97,11640.000,516.100,12156.100,0.997001,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,516.100,12036.100,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,516.100,12036.100,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,253.300,23293.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,192,24,216,25920.000,253.300,26173.300,12.364070,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,192,4,196,23520.000,252.600,23772.600,2.057673,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,23,215,25800.000,247.000,26047.000,11.821854,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,253.300,23293.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,2560.300,48640.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,384,384,768,92160.000,2596.300,94756.300,94.810270,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,384,74,458,54960.000,2387.100,57347.100,17.900383,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,382,766,91920.000,706.600,92626.600,90.431802,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,384,191,575,69000.000,1631.550,70631.550,45.211995,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,192,192,384,46080.000,690.700,46770.700,93.394020,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,95,287,34440.000,681.000,35121.000,45.223214,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,1554.900,47634.900,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,384,384,768,92160.000,1754.250,93914.250,97.154292,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,384,10,394,47280.000,1573.650,48853.650,2.558523,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,255,639,76680.000,1147.650,77827.650,63.383675,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,384,63,447,53640.000,1536.750,55176.750,15.832614,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,291.150,23331.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,1,next_line,proxy_assumed,memory_traffic_proxy_v1,192,23,215,25800.000,291.150,26091.150,11.829678,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,1,stride,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,291.150,23331.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,19,211,25320.000,285.200,25605.200,9.746841,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,1,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,291.150,23331.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,768,0,768,92160.000,4890.100,97050.100,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,768,768,1536,184320.000,4964.500,189284.500,95.037924,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,768,148,916,109920.000,4546.100,114466.100,17.945370,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,768,764,1532,183840.000,1183.000,185023.000,90.646893,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,768,573,1341,160920.000,2108.650,163028.650,67.984010,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,288,0,288,34560.000,809.250,35369.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,288,288,576,69120.000,1786.050,70906.050,100.473717,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,288,0,288,34560.000,809.250,35369.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,288,95,383,45960.000,784.850,46744.850,32.162401,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,288,0,288,34560.000,809.250,35369.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,1152,0,1152,138240.000,2177.850,140417.850,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,1152,720,1872,224640.000,4306.650,228946.650,63.046685,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,1152,130,1282,153840.000,2096.550,155936.550,11.051800,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,1152,170,1322,158640.000,2132.950,160772.950,14.496091,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,1152,50,1202,144240.000,2162.950,146402.950,4.262350,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,80,0,80,9600.000,392.000,9992.000,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,80,60,140,16800.000,395.600,17195.600,72.093675,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,80,14,94,11280.000,382.500,11662.500,16.718375,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,80,47,127,15240.000,265.600,15505.600,55.180144,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,80,0,80,9600.000,392.000,9992.000,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,529.950,46609.950,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,384,35,419,50280.000,531.050,50811.050,9.013312,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,529.950,46609.950,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,31,415,49800.000,520.500,50320.500,7.960854,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,529.950,46609.950,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,2131.300,48211.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,384,384,768,92160.000,2035.000,94195.000,95.379506,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,384,382,766,91920.000,2034.800,93954.800,94.881283,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,2131.300,48211.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,2131.300,48211.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,576,0,576,69120.000,3140.400,72260.400,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,large,1,next_line,proxy_assumed,memory_traffic_proxy_v1,576,576,1152,138240.000,2996.100,141236.100,95.454357,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,large,1,stride,proxy_assumed,memory_traffic_proxy_v1,576,574,1150,138000.000,2995.900,140995.900,95.121948,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,large,1,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,576,0,576,69120.000,3140.400,72260.400,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,large,1,copper,proxy_assumed,memory_traffic_proxy_v1,576,0,576,69120.000,3140.400,72260.400,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,large,1,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1236.150,24276.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
