benchmark,input,seed,config,evidence_level,simulator,demand_loads,prefetch_loads,total_memory_requests,traffic_overhead_pct,bandwidth_pressure_metric,log_path,notes
mixed_pointer_array,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.354001,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,512,236,748,46.093750,20.757021,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,512,117,629,22.851562,12.897537,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.383547,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,512,480,992,93.750000,27.424527,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.383547,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,512,234,746,45.703125,20.702670,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,512,116,628,22.656250,12.905878,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.310069,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,512,489,1001,95.507812,27.666455,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,512,0,512,0.000000,8.310069,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,512,239,751,46.679688,20.838536,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
mixed_pointer_array,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,512,118,630,23.046875,12.860817,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,384,64,448,16.666667,33.175355,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,63,447,16.406250,33.103755,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,35.754190,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,384,39,423,10.156250,39.242972,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,35.754190,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,38,422,9.895833,39.153832,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,35.754190,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,384,64,448,16.666667,33.175355,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,384,63,447,16.406250,33.103755,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
branchy_pointer_chains,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0.000000,28.571429,research/results/logs/independent_sim/independent_sim_eval.jsonl,Bandwidth pressure is total memory requests per 1000 independent-sim cycles.
