benchmark,config,metric,evidence_level,n,mean,median,std,min,max,ci95_low,ci95_high,notes
array_scan,copper,cache_misses,cycle_model,9,213.333333,192.000000,139.484766,64.000000,384.000000,122.203286,304.463381,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,next_line,traffic_overhead_pct,cycle_model,9,58.055556,61.250000,20.588140,30.000000,82.500000,44.604637,71.506474,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,cache_misses,cycle_model,9,46.444444,49.000000,16.470512,24.000000,66.000000,35.683710,57.205179,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,cycles,cycle_model,9,5449.777778,5644.000000,1251.758940,3744.000000,6936.000000,4631.961937,6267.593619,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,ipc,cycle_model,9,0.247427,0.226790,0.062144,0.184544,0.341880,0.206826,0.288028,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,memory_stalls,cycle_model,9,3715.555556,3920.000000,1317.640990,1920.000000,5280.000000,2854.696776,4576.414336,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,speedup_vs_best_baseline,cycle_model,9,0.722261,0.715812,0.028394,0.676431,0.757619,0.703711,0.740812,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,no_prefetch,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,accuracy,cycle_model,9,0.910203,1.000000,0.136117,0.686275,1.000000,0.821273,0.999133,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,cache_misses,cycle_model,9,27.444444,29.000000,9.514609,14.000000,39.000000,21.228233,33.660655,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,coverage,cycle_model,9,0.762471,0.734694,0.196063,0.530303,1.000000,0.634377,0.890566,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,cycles,cycle_model,9,4005.777778,4124.000000,723.110257,2984.000000,4884.000000,3533.345743,4478.209813,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,ipc,cycle_model,9,0.329589,0.310378,0.063133,0.262080,0.428954,0.288342,0.370835,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,memory_stalls,cycle_model,9,2195.555556,2320.000000,761.168692,1120.000000,3120.000000,1698.258677,2692.852434,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,0.972906,1.000000,0.041608,0.898123,1.000000,0.945722,1.000090,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,1.349447,1.331717,0.089073,1.236613,1.478348,1.291253,1.407641,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,37.638889,33.750000,19.748857,15.000000,63.750000,24.736302,50.541476,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,cache_misses,cycle_model,9,32.777778,35.000000,16.521030,10.000000,53.000000,21.984038,43.571518,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,coverage,cycle_model,9,0.573235,0.384615,0.331885,0.242424,1.000000,0.356404,0.790066,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,cycles,cycle_model,9,4411.111111,4580.000000,1255.598308,2680.000000,5948.000000,3590.786883,5231.435339,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,ipc,cycle_model,9,0.315392,0.279476,0.101342,0.215198,0.477612,0.249182,0.381602,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,memory_stalls,cycle_model,9,2622.222222,2800.000000,1321.682429,800.000000,4240.000000,1758.723035,3485.721409,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,speedup_vs_best_baseline,cycle_model,9,0.908179,0.931346,0.081565,0.813268,1.000000,0.854890,0.961468,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,speedup_vs_no_prefetch,cycle_model,9,1.256190,1.232314,0.083817,1.166106,1.397015,1.201430,1.310951,Cycle-model summary across seeds and input sizes; regressions are retained.
graph_adjacency_walk,stride,traffic_overhead_pct,cycle_model,9,17.638889,17.500000,0.416667,17.500000,18.750000,17.366667,17.911111,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,accuracy,cycle_model,3,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,cache_misses,cycle_model,9,84.444444,72.000000,58.510920,24.000000,161.000000,46.217310,122.671579,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,coverage,cycle_model,9,0.286801,0.000000,0.443437,0.000000,1.000000,-0.002911,0.576514,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,cycles,cycle_model,9,19217.777778,16992.000000,12811.628173,5664.000000,35276.000000,10847.514038,27588.041518,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,ipc,cycle_model,9,0.470002,0.474576,0.007083,0.457195,0.474576,0.465374,0.474629,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,lateness_rate,cycle_model,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,memory_stalls,cycle_model,9,6755.555556,5760.000000,4680.873613,1920.000000,12880.000000,3697.384795,9813.726316,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,speedup_vs_best_baseline,cycle_model,9,0.734225,0.731638,0.004005,0.731638,0.741467,0.731608,0.736842,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,speedup_vs_no_prefetch,cycle_model,9,1.048195,1.000000,0.074621,1.000000,1.183127,0.999443,1.096947,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,copper,traffic_overhead_pct,cycle_model,9,1.929012,0.000000,2.992205,0.000000,7.378472,-0.025895,3.883919,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,cache_misses,cycle_model,9,251.333333,87.000000,299.605157,24.000000,720.000000,55.591298,447.075369,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,cycles,cycle_model,9,31901.333333,18132.000000,30787.044873,5664.000000,77760.000000,11787.130683,52015.535984,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,ipc,cycle_model,9,0.383806,0.444739,0.120821,0.207407,0.474576,0.304870,0.462743,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,memory_stalls,cycle_model,9,20106.666667,6960.000000,23968.412547,1920.000000,57600.000000,4447.303803,35766.029530,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,speedup_vs_best_baseline,cycle_model,9,0.596349,0.685639,0.179296,0.336368,0.731638,0.479209,0.713489,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,speedup_vs_no_prefetch,cycle_model,9,0.836621,0.937128,0.212915,0.536728,1.000000,0.697517,0.975726,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,next_line,traffic_overhead_pct,cycle_model,9,34.143518,28.125000,22.839761,12.500000,66.145833,19.221541,49.065495,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,cache_misses,cycle_model,9,106.666667,72.000000,91.032961,24.000000,246.000000,47.191799,166.141535,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,cycles,cycle_model,9,20906.666667,16992.000000,15203.329635,5664.000000,41736.000000,10973.824638,30839.508695,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,ipc,cycle_model,9,0.450712,0.474576,0.036683,0.386429,0.474576,0.426746,0.474678,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,memory_stalls,cycle_model,9,8533.333333,5760.000000,7282.636885,1920.000000,19680.000000,3775.343902,13291.322765,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,speedup_vs_best_baseline,cycle_model,9,0.703228,0.731638,0.043670,0.626701,0.731638,0.674697,0.731759,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,no_prefetch,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,cache_misses,cycle_model,9,17.777778,12.000000,15.172160,4.000000,41.000000,7.865300,27.690256,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,coverage,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,cycles,cycle_model,9,14151.111111,12432.000000,9499.659105,4144.000000,26156.000000,7944.667163,20357.555060,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,ipc,cycle_model,9,0.640197,0.648649,0.013078,0.616608,0.648649,0.631652,0.648741,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,memory_stalls,cycle_model,9,1422.222222,960.000000,1213.772814,320.000000,3280.000000,629.223984,2215.220461,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,1.427167,1.366795,0.093416,1.366795,1.595657,1.366136,1.488199,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,12.345679,10.416667,2.992204,10.416667,17.795139,10.390772,14.300586,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,cache_misses,cycle_model,9,44.555556,31.000000,38.891230,6.000000,106.000000,19.146619,69.964493,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,coverage,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,cycles,cycle_model,9,16186.222222,13876.000000,11277.178745,4296.000000,31096.000000,8818.465442,23553.979002,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,ipc,cycle_model,9,0.571492,0.581147,0.032061,0.518652,0.625698,0.550546,0.592438,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,memory_stalls,cycle_model,9,3564.444444,2480.000000,3111.298407,480.000000,8480.000000,1531.729485,5597.159404,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,speedup_vs_best_baseline,cycle_model,9,0.892188,0.895935,0.034856,0.841137,0.964618,0.869416,0.914961,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,speedup_vs_no_prefetch,cycle_model,9,1.271045,1.238123,0.051902,1.217890,1.342166,1.237136,1.304954,Cycle-model summary across seeds and input sizes; regressions are retained.
hash_table_chaining,stride,traffic_overhead_pct,cycle_model,9,9.442515,7.812500,2.481856,7.118056,13.715278,7.821036,11.063995,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,accuracy,cycle_model,3,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,cache_misses,cycle_model,9,107.666667,96.000000,71.121375,32.000000,195.000000,61.200702,154.132632,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,coverage,cycle_model,9,0.248698,0.000000,0.373047,0.000000,0.746094,0.004974,0.492422,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,cycles,cycle_model,9,20129.333333,18048.000000,13216.259229,6016.000000,36324.000000,11494.710637,28763.956029,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,ipc,cycle_model,9,0.382177,0.382979,0.001202,0.380575,0.382979,0.381392,0.382963,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,lateness_rate,cycle_model,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,memory_stalls,cycle_model,9,8613.333333,7680.000000,5689.710010,2560.000000,15600.000000,4896.056127,12330.610540,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,speedup_vs_best_baseline,cycle_model,9,0.602903,0.600374,0.004110,0.599956,0.608378,0.600217,0.605588,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,speedup_vs_no_prefetch,cycle_model,9,1.399626,1.000000,0.599438,1.000000,2.198877,1.007993,1.791259,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,copper,traffic_overhead_pct,cycle_model,9,24.869792,0.000000,37.304688,0.000000,74.609375,0.497396,49.242188,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,cache_misses,cycle_model,9,394.666667,384.000000,318.797742,32.000000,768.000000,186.385476,602.947858,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,cycles,cycle_model,9,41941.333333,39936.000000,32015.932034,6016.000000,79872.000000,21024.257738,62858.408929,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,ipc,cycle_model,9,0.243044,0.173077,0.104951,0.173077,0.382979,0.174476,0.311612,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,memory_stalls,cycle_model,9,31573.333333,30720.000000,25503.819322,2560.000000,61440.000000,14910.838043,48235.828624,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,speedup_vs_best_baseline,cycle_model,9,0.384183,0.273037,0.168148,0.271134,0.608378,0.274326,0.494040,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,speedup_vs_no_prefetch,cycle_model,9,0.817308,1.000000,0.274038,0.451923,1.000000,0.638269,0.996346,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,next_line,traffic_overhead_pct,cycle_model,9,75.000000,100.000000,37.500000,25.000000,100.000000,50.500000,99.500000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,cache_misses,cycle_model,9,298.666667,96.000000,353.089224,32.000000,768.000000,67.981707,529.351626,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,cycles,cycle_model,9,34645.333333,18048.000000,34317.788274,6016.000000,79872.000000,12224.378328,57066.288339,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,ipc,cycle_model,9,0.313011,0.382979,0.104951,0.173077,0.382979,0.244444,0.381579,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,memory_stalls,cycle_model,9,23893.333333,7680.000000,28247.137908,2560.000000,61440.000000,5438.536567,42348.130100,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,speedup_vs_best_baseline,cycle_model,9,0.493790,0.599956,0.165605,0.273037,0.608378,0.385595,0.601986,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,no_prefetch,traffic_overhead_pct,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,accuracy,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,cache_misses,cycle_model,9,2.000000,1.000000,1.500000,1.000000,4.000000,1.020000,2.980000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,coverage,cycle_model,9,0.998264,1.000000,0.002604,0.994792,1.000000,0.996563,0.999965,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,cycles,cycle_model,9,12098.666667,10828.000000,7915.890095,3660.000000,21808.000000,6926.951804,17270.381529,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,ipc,cycle_model,9,0.633916,0.633896,0.003826,0.629508,0.638345,0.631416,0.636416,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,memory_stalls,cycle_model,9,160.000000,80.000000,120.000000,80.000000,320.000000,81.600000,238.400000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,speedup_vs_best_baseline,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,speedup_vs_no_prefetch,cycle_model,9,2.324338,1.666790,1.003678,1.643716,3.662509,1.668602,2.980074,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,simple_pointer_chase,traffic_overhead_pct,cycle_model,9,49.479167,24.739583,37.500678,24.218750,99.479167,24.978723,73.979610,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,accuracy,cycle_model,9,0.853014,1.000000,0.224514,0.486486,1.000000,0.706331,0.999696,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,cache_misses,cycle_model,9,251.444444,85.000000,298.573321,25.000000,696.000000,56.376542,446.512347,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,coverage,cycle_model,9,0.441551,0.416667,0.314660,0.093750,1.000000,0.235973,0.647129,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,cycles,cycle_model,9,31056.444444,17212.000000,30159.064538,5484.000000,74400.000000,11352.522280,50760.366609,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,ipc,cycle_model,9,0.337586,0.399815,0.106894,0.185806,0.432108,0.267749,0.407424,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,memory_stalls,cycle_model,9,20115.555556,6800.000000,23885.865648,2000.000000,55680.000000,4510.123332,35720.987779,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,speedup_vs_best_baseline,cycle_model,9,0.532537,0.626330,0.168566,0.293118,0.676919,0.422407,0.642667,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,speedup_vs_no_prefetch,cycle_model,9,1.088496,1.073548,0.056491,1.025921,1.206672,1.051589,1.125404,Cycle-model summary across seeds and input sizes; regressions are retained.
linked_list,stride,traffic_overhead_pct,cycle_model,9,13.541667,9.375000,11.426477,3.125000,35.937500,6.076368,21.006965,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,accuracy,cycle_model,3,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,cache_misses,cycle_model,9,341.666667,193.000000,324.592437,64.000000,768.000000,129.599608,553.733725,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,coverage,cycle_model,9,0.165799,0.000000,0.248698,0.000000,0.497396,0.003316,0.328281,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,cycles,cycle_model,9,40473.333333,27724.000000,33964.060594,9216.000000,84480.000000,18283.480412,62663.186254,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,ipc,cycle_model,9,0.257814,0.290867,0.050180,0.190909,0.291667,0.225030,0.290599,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,lateness_rate,cycle_model,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,memory_stalls,cycle_model,9,27333.333333,15440.000000,25967.394941,5120.000000,61440.000000,10367.968639,44298.698028,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,speedup_vs_best_baseline,cycle_model,9,0.422590,0.476410,0.083793,0.310890,0.480469,0.367845,0.477335,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,speedup_vs_no_prefetch,cycle_model,9,1.174530,1.000000,0.261795,1.000000,1.523590,1.003491,1.345569,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,copper,traffic_overhead_pct,cycle_model,9,16.579861,0.000000,24.869792,0.000000,49.739583,0.331597,32.828125,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,accuracy,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,cache_misses,cycle_model,9,405.333333,384.000000,305.260544,64.000000,768.000000,205.896444,604.770222,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,cycles,cycle_model,9,45312.000000,42240.000000,32671.608225,9216.000000,84480.000000,23966.549293,66657.450707,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,ipc,cycle_model,9,0.224495,0.190909,0.050379,0.190909,0.291667,0.191581,0.257409,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,lateness_rate,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,memory_stalls,cycle_model,9,32426.666667,30720.000000,24420.843556,5120.000000,61440.000000,16471.715543,48381.617790,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,speedup_vs_best_baseline,cycle_model,9,0.368016,0.312689,0.084343,0.310890,0.480469,0.312912,0.423120,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,speedup_vs_no_prefetch,cycle_model,9,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,next_line,traffic_overhead_pct,cycle_model,9,83.333333,100.000000,25.000000,50.000000,100.000000,67.000000,99.666667,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,cache_misses,cycle_model,9,405.333333,384.000000,305.260544,64.000000,768.000000,205.896444,604.770222,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,coverage,cycle_model,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,cycles,cycle_model,9,45312.000000,42240.000000,32671.608225,9216.000000,84480.000000,23966.549293,66657.450707,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,ipc,cycle_model,9,0.224495,0.190909,0.050379,0.190909,0.291667,0.191581,0.257409,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,memory_stalls,cycle_model,9,32426.666667,30720.000000,24420.843556,5120.000000,61440.000000,16471.715543,48381.617790,Cycle-model summary across seeds and input sizes; regressions are retained.
long_pointer_chains,no_prefetch,speedup_vs_best_baseline,cycle_model,9,0.368016,0.312689,0.084343,0.310890,0.480469,0.312912,0.423120,Cycle-model summary across seeds and input sizes; regressions are retained.
