benchmark,input,seed,config,evidence_level,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,notes
graph_adjacency_walk,large,1,copper,cycle_model,6480,1280,0.19753086,60,4800,1.000000,0.695062,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,large,1,no_prefetch,cycle_model,9572,4992,0.52152110,35,2800,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,1,next_line,cycle_model,9572,4992,0.52152110,35,2800,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,1,stride,cycle_model,9572,4992,0.52152110,35,2800,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,1,simple_pointer_chase,cycle_model,9572,4992,0.52152110,4,2800,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,1,copper,cycle_model,9572,4992,0.52152110,35,2800,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,1,no_prefetch,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,1,next_line,cycle_model,33792,3840,0.11363636,1,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,1,stride,cycle_model,33792,3840,0.11363636,3,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,1,simple_pointer_chase,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,1,copper,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,1,no_prefetch,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,1,next_line,cycle_model,49536,5184,0.10465116,1,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,1,stride,cycle_model,49536,5184,0.10465116,3,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,1,simple_pointer_chase,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,1,copper,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,1,no_prefetch,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,1,next_line,cycle_model,23884,12672,0.53056439,1,80,1.022274,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,1,stride,cycle_model,24036,12672,0.52720919,3,240,1.015810,0.993676,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,1,simple_pointer_chase,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,1,copper,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,large,1,no_prefetch,cycle_model,16824,2112,0.12553495,186,14880,1.000000,0.959344,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,1,next_line,cycle_model,16140,2112,0.13085502,177,14160,1.042379,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,1,stride,cycle_model,16824,2112,0.12553495,186,14880,1.000000,0.959344,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,1,simple_pointer_chase,cycle_model,16824,2112,0.12553495,186,14880,1.000000,0.959344,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,1,copper,cycle_model,16824,2112,0.12553495,186,14880,1.000000,0.959344,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
short_pointer_chains,large,1,no_prefetch,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,1,next_line,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,1,stride,cycle_model,9024,4224,0.46808511,46,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,1,simple_pointer_chase,cycle_model,9024,4224,0.46808511,1,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,1,copper,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,1,no_prefetch,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,1,next_line,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,1,stride,cycle_model,77640,16128,0.20772798,678,54240,1.088099,0.338279,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,1,simple_pointer_chase,cycle_model,26264,16128,0.61407249,2,160,3.216570,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,1,copper,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,large,1,no_prefetch,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,1,next_line,cycle_model,22348,5376,0.24055844,193,15440,1.649544,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,1,stride,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,1,simple_pointer_chase,cycle_model,22348,5376,0.24055844,193,15440,1.649544,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,1,copper,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,large,1,no_prefetch,cycle_model,69696,8640,0.12396694,768,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,1,next_line,cycle_model,55180,8640,0.15657847,577,46160,1.263066,0.991736,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,1,stride,cycle_model,69696,8640,0.12396694,732,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,1,simple_pointer_chase,cycle_model,54724,8640,0.15788320,189,45680,1.273591,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,1,copper,cycle_model,69696,8640,0.12396694,386,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
patricia,large,1,no_prefetch,cycle_model,9192,4992,0.54308094,30,2400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,1,next_line,cycle_model,9192,4992,0.54308094,30,2400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,1,stride,cycle_model,9192,4992,0.54308094,30,2400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,1,simple_pointer_chase,cycle_model,9192,4992,0.54308094,4,2400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,1,copper,cycle_model,9192,4992,0.54308094,30,2400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,2,no_prefetch,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,2,next_line,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,2,stride,cycle_model,5484,2304,0.42013129,25,2000,1.097009,0.667396,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,2,simple_pointer_chase,cycle_model,3660,2304,0.62950820,1,80,1.643716,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,2,copper,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,small,2,no_prefetch,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,small,2,next_line,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,small,2,stride,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,small,2,simple_pointer_chase,cycle_model,1180,736,0.62372881,1,80,1.966102,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,small,2,copper,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
hash_table_chaining,small,2,no_prefetch,cycle_model,5664,2688,0.47457627,24,1920,1.000000,0.731638,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,small,2,next_line,cycle_model,5664,2688,0.47457627,24,1920,1.000000,0.731638,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,small,2,stride,cycle_model,4600,2688,0.58434783,10,800,1.231304,0.900870,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,small,2,simple_pointer_chase,cycle_model,4144,2688,0.64864865,4,320,1.366795,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,small,2,copper,cycle_model,5664,2688,0.47457627,24,1920,1.000000,0.731638,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,small,2,no_prefetch,cycle_model,3744,1280,0.34188034,24,1920,1.000000,0.715812,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,small,2,next_line,cycle_model,3744,1280,0.34188034,24,1920,1.000000,0.715812,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,small,2,stride,cycle_model,2680,1280,0.47761194,10,800,1.397015,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,small,2,simple_pointer_chase,cycle_model,2984,1280,0.42895442,14,1120,1.254692,0.898123,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,small,2,copper,cycle_model,3744,1280,0.34188034,24,1920,1.000000,0.715812,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,small,2,no_prefetch,cycle_model,3584,832,0.23214286,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,small,2,next_line,cycle_model,3584,832,0.23214286,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,small,2,stride,cycle_model,3584,832,0.23214286,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,small,2,simple_pointer_chase,cycle_model,3584,832,0.23214286,2,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,small,2,copper,cycle_model,3584,832,0.23214286,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,small,2,no_prefetch,cycle_model,5632,640,0.11363636,64,5120,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,small,2,next_line,cycle_model,5632,640,0.11363636,1,5120,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,small,2,stride,cycle_model,5632,640,0.11363636,3,5120,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,small,2,simple_pointer_chase,cycle_model,5632,640,0.11363636,64,5120,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,small,2,copper,cycle_model,5632,640,0.11363636,64,5120,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,small,2,no_prefetch,cycle_model,3096,324,0.10465116,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,small,2,next_line,cycle_model,3096,324,0.10465116,1,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,small,2,stride,cycle_model,3096,324,0.10465116,3,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,small,2,simple_pointer_chase,cycle_model,3096,324,0.10465116,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,small,2,copper,cycle_model,3096,324,0.10465116,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,small,2,no_prefetch,cycle_model,4576,2112,0.46153846,8,640,1.000000,0.883741,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,small,2,next_line,cycle_model,4044,2112,0.52225519,1,80,1.131553,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,small,2,stride,cycle_model,4196,2112,0.50333651,3,240,1.090562,0.963775,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,small,2,simple_pointer_chase,cycle_model,4576,2112,0.46153846,8,640,1.000000,0.883741,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,small,2,copper,cycle_model,4576,2112,0.46153846,8,640,1.000000,0.883741,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,small,2,no_prefetch,cycle_model,2652,352,0.13273002,29,2320,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,small,2,next_line,cycle_model,2652,352,0.13273002,29,2320,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,small,2,stride,cycle_model,2652,352,0.13273002,29,2320,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,small,2,simple_pointer_chase,cycle_model,2652,352,0.13273002,29,2320,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,small,2,copper,cycle_model,2652,352,0.13273002,29,2320,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,small,2,no_prefetch,cycle_model,1504,704,0.46808511,8,640,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,small,2,next_line,cycle_model,1504,704,0.46808511,8,640,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,small,2,stride,cycle_model,1504,704,0.46808511,8,640,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,small,2,simple_pointer_chase,cycle_model,1504,704,0.46808511,1,640,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,small,2,copper,cycle_model,1504,704,0.46808511,8,640,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,2,no_prefetch,cycle_model,9216,2688,0.29166667,64,5120,1.000000,0.480469,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,2,next_line,cycle_model,9216,2688,0.29166667,64,5120,1.000000,0.480469,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,2,stride,cycle_model,7772,2688,0.34585692,45,3600,1.185795,0.569738,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,2,simple_pointer_chase,cycle_model,4428,2688,0.60704607,1,80,2.081301,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,2,copper,cycle_model,9216,2688,0.29166667,64,5120,1.000000,0.480469,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,2,no_prefetch,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,2,next_line,cycle_model,3788,896,0.23653643,33,2640,1.621964,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,2,stride,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,2,simple_pointer_chase,cycle_model,3788,896,0.23653643,33,2640,1.621964,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,2,copper,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
